conceptId,term,RecordDate,code_list,cond_code,cond_description,cond_short,cond_abbreviation,icd10
310497006,Severe depression,20201104,cam_cprdcam_dep152_mc_v1_1_oct2018_snomedct,dep152,Depression,Depression,DEP,F339
421895002,Peripheral circulatory disorder associated with diabetes mellitus (disorder),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E125
441704009,Affective psychosis,20201104,cam_cprdcam_scz175_mc_v1_1_oct2018_snomedct,scz175,Schizophrenia (and related non-organic psychosis) or bipolar disorder,Schizophrenia,SCZ,F39X
441704009,Affective psychosis,20201104,cam_cprdcam_scz175_mc_v1_1_oct2018_snomedct,scz175,Schizophrenia (and related non-organic psychosis) or bipolar disorder,Schizophrenia,SCZ,F380
399876000,Very severe nonproliferative diabetic retinopathy (disorder),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,O244
111519001,Impairment level: one eye: near-total impairment: other eye: normal vision,20201104,cam_cprdcam_bli144_mc_v1_1_oct2018_snomedct,bli144,Blindness and low vision,Blindness and low vision,BLI,H544
28670008,Esophageal varices,20201104,cam_cprdcam_cld148_mc_v1_1_oct2018_snomedct,cld148,Chronic Liver Disease and Viral Hepatitis,Chronic Liver Disease,CLD,K715
58214004,Schizophrenia,20201104,cam_cprdcam_scz175_mc_v1_1_oct2018_snomedct,scz175,Schizophrenia (and related non-organic psychosis) or bipolar disorder,Schizophrenia,SCZ,F203
441759008,Abnormal vision as a late effect of cerebrovascular disease,20201104,cam_cprdcam_str130_mc_v1_1_oct2018_snomedct,str130,Stroke & transient ischaemic attack,Stroke & transient ischaemic attack,STR,H533
425455002,Diabetic glomerulonephritis (disorder),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E102D
403259002,Hypermelanosis due to pheochromocytoma (disorder),20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,M8700/0
190368000,Type I diabetes mellitus with ulcer,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,L984
237621004,Diabetic severe hyperglycemia,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E147
169942003,Maternal alcohol abuse,20201104,cam_cprdcam_alc138_mc_v1_1_oct2018_snomedct,alc138,Alcohol problems,Alcohol problems,ALC,#NC
200687002,Cellulitis in diabetic foot,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E116
284971000119100,Chronic kidney disease stage 1 due to benign hypertension,20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,N181
40946000,Viral hepatitis with hepatic coma,20201104,cam_cprdcam_cld148_mc_v1_1_oct2018_snomedct,cld148,Chronic Liver Disease and Viral Hepatitis,Chronic Liver Disease,CLD,B162
403505001,Lupus erythematosus-associated calcinosis (disorder),20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,L930
66052004,Benign hypertensive heart AND renal disease,20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,I139
127911000119105,Light chain nephropathy due to multiple myeloma,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,N081A
35489007,Depressive disorder,20201104,cam_cprdcam_scz175_mc_v1_1_oct2018_snomedct,scz175,Schizophrenia (and related non-organic psychosis) or bipolar disorder,Schizophrenia,SCZ,F204
24927004,Diabetes with ketoacidosis,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E121
33838003,Diverticulitis of duodenum,20201104,cam_cprdcam_div154_mc_v1_1_oct2018_snomedct,div154,Diverticular disease of intestine,Diverticular disease of intestine,DIV,K571
403315008,Hypertrichosis in hypothyroidism (disorder),20201104,cam_cprdcam_thy179_mc_v1_1_oct2018_snomedct,thy179,Thyroid disorders,Thyroid disorders,THY,#AC
230257000,Paraneoplastic motor neurone disease,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,D489D
89525009,Gelastic epilepsy,20201104,cam_cprdcam_epi155_mc_v1_1_oct2018_snomedct,epi155,Epilepsy (currently treated),Epilepsy,EPI,G408
111479008,Organic mental disorder,20201104,cam_cprdcam_epi155_mc_v1_1_oct2018_snomedct,epi155,Epilepsy (currently treated),Epilepsy,EPI,G408D
111479008,Organic mental disorder,20201104,cam_cprdcam_scz175_mc_v1_1_oct2018_snomedct,scz175,Schizophrenia (and related non-organic psychosis) or bipolar disorder,Schizophrenia,SCZ,T543D
111479008,Organic mental disorder,20201104,cam_cprdcam_scz175_mc_v1_1_oct2018_snomedct,scz175,Schizophrenia (and related non-organic psychosis) or bipolar disorder,Schizophrenia,SCZ,T656D
111479008,Organic mental disorder,20201104,cam_cprdcam_scz175_mc_v1_1_oct2018_snomedct,scz175,Schizophrenia (and related non-organic psychosis) or bipolar disorder,Schizophrenia,SCZ,F069D
111479008,Organic mental disorder,20201104,cam_cprdcam_dem131_mc_v1_1_oct2018_snomedct,dem131,Dementia,Dementia,DEM,T372D
190350003,"Diabetes mellitus, juvenile type, with neurological manifestation",20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,G590A
197092000,Bleeding diverticulosis,20201104,cam_cprdcam_div154_mc_v1_1_oct2018_snomedct,div154,Diverticular disease of intestine,Diverticular disease of intestine,DIV,Q438
363418001,Malignant tumour of pancreas,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C253
201774005,Rheumatoid arthritis of distal interphalangeal joint of finger,20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,M064
442668000,Hemiplegia of nondominant side as late effect of cerebrovascular disease,20201104,cam_cprdcam_str130_mc_v1_1_oct2018_snomedct,str130,Stroke & transient ischaemic attack,Stroke & transient ischaemic attack,STR,I691
281350007,Arthritis secondary to hematological malignancy,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C913
281350007,Arthritis secondary to hematological malignancy,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C920D
55692006,Diabetes with hyperosmolar coma,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E120
238982009,Diabetic dermopathy,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E136D
195787006,Fistula of nasal sinus,20201104,cam_cprdcam_sin149_mc_v1_1_oct2018_snomedct,sin149,Chronic sinusitis,Chronic sinusitis,SIN,J323
192056005,Adjustment reaction with aggression,20201104,cam_cprdcam_anx140_mc_v1_1_oct2018_snomedct,anx140,"Anxiety & other neurotic, stress related & somatoform disorders",Anxiety,ANX,#NIS
1073861000119104,Deformity of right hand co-occurrent and due to rheumatoid arthritis (disorder),20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,M069
408325001,O/E - right eye visual acuity (corrected) 4/60 (context-dependent category),20201104,cam_cprdcam_bli144_mc_v1_1_oct2018_snomedct,bli144,Blindness and low vision,Blindness and low vision,BLI,#NEW
426705001,Diabetes mellitus associated with cystic fibrosis (disorder),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E108
426705001,Diabetes mellitus associated with cystic fibrosis (disorder),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E109
195111005,Decompensated cardiac failure,20201104,cam_cprdcam_hef158_mc_v1_1_oct2018_snomedct,hef158,Heart failure,Heart failure,HF,P290
422088007,Neurologic disorder associated with diabetes mellitus (disorder),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,O243
276789009,Labile hypertension,20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,I159
363405009,Malignant tumor of ileum,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C172
368741000119105,Moderate non-proliferative retinopathy due to secondary diabetes mellitus (disorder),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,O243D
24060004,Gastrocolic ulcer,20201104,cam_cprdcam_pep135_mc_v1_1_oct2018_snomedct,pep135,Peptic Ulcer Disease,Peptic Ulcer Disease,PUD,K285
75543006,Cerebral embolism,20201104,cam_cprdcam_str130_mc_v1_1_oct2018_snomedct,str130,Stroke & transient ischaemic attack,Stroke & transient ischaemic attack,STR,I661
302858007,Osteoma,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,D168
368721000119104,Non-proliferative retinopathy due to secondary diabetes mellitus (disorder),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,H360A
541000119105,"Hypertension complicating pregnancy, childbirth and the puerperium, antepartum",20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,O140
275520000,Claudication,20201104,cam_cprdcam_pvd168_mc_v1_1_oct2018_snomedct,pvd168,Peripheral vascular disease,Peripheral vascular disease,PVD,I738
190426001,Diabetes mellitus NOS with unspecified complication,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,O242
363406005,Malignant tumour of colon,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C188
20484008,Prion disease,20201104,cam_cprdcam_scz175_mc_v1_1_oct2018_snomedct,scz175,Schizophrenia (and related non-organic psychosis) or bipolar disorder,Schizophrenia,SCZ,A812
187658004,Malignant tumour of vestibule of mouth,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C061
4481000175102,Diabetes mellitus screening not done (situation),20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,#NIS
78737005,Frontal sinusitis,20201104,cam_cprdcam_sin149_mc_v1_1_oct2018_snomedct,sin149,Chronic sinusitis,Chronic sinusitis,SIN,J011
363354003,Malignant tumour of cervix,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C539
93197009,Malignant lymphoma of lymph nodes of multiple sites,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C838
93197009,Malignant lymphoma of lymph nodes of multiple sites,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C861
91388009,Psychoactive substance abuse,20201104,cam_cprdcam_alc138_mc_v1_1_oct2018_snomedct,alc138,Alcohol problems,Alcohol problems,ALC,F147
91388009,Psychoactive substance abuse,20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,F130
91388009,Psychoactive substance abuse,20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,F153
84757009,Epilepsy,20201104,cam_cprdcam_epi155_mc_v1_1_oct2018_snomedct,epi155,Epilepsy (currently treated),Epilepsy,EPI,B690
190361006,Diabetes mellitus NOS with peripheral circulatory disorder,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E125
190361006,Diabetes mellitus NOS with peripheral circulatory disorder,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E115
23685000,Rheumatic heart disease,20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,I019
172888008,Radical frontal sinus antrostomy,20201104,cam_cprdcam_sin149_mc_v1_1_oct2018_snomedct,sin149,Chronic sinusitis,Chronic sinusitis,SIN,#NIS
160428008,FH: Mother alive and well,20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,#NC
429457004,Systolic essential hypertension (disorder),20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,I152
441526008,Infarct of cerebrum due to iatrogenic cerebrovascular accident,20201104,cam_cprdcam_str130_mc_v1_1_oct2018_snomedct,str130,Stroke & transient ischaemic attack,Stroke & transient ischaemic attack,STR,Y622
441526008,Infarct of cerebrum due to iatrogenic cerebrovascular accident,20201104,cam_cprdcam_str130_mc_v1_1_oct2018_snomedct,str130,Stroke & transient ischaemic attack,Stroke & transient ischaemic attack,STR,Y615
228371004,Long-term drug misuser,20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,F191
25380002,Pericarditis secondary to systemic lupus erythematosus,20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,M321D
397748008,Hypertension with albuminuria (disorder),20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,O11X
62914000,Cerebrovascular disease,20201104,cam_cprdcam_str130_mc_v1_1_oct2018_snomedct,str130,Stroke & transient ischaemic attack,Stroke & transient ischaemic attack,STR,G460
18761000119108,Monoplegia of arm dominant side as sequela of cerebrovascular disease,20201104,cam_cprdcam_str130_mc_v1_1_oct2018_snomedct,str130,Stroke & transient ischaemic attack,Stroke & transient ischaemic attack,STR,I698
161471008,H/O: anorexia nervosa,20201104,cam_cprdcam_ano139_mc_v1_1_oct2018_snomedct,ano139,Anorexia or bulimia,Anorexia or bulimia,AB,#NC
16093661000119105,History of esophageal varices (situation),20201104,cam_cprdcam_cld148_mc_v1_1_oct2018_snomedct,cld148,Chronic Liver Disease and Viral Hepatitis,Chronic Liver Disease,CLD,""
190341000,Other specified diabetes mellitus with renal complications,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,N083A
313217007,History of emotional abuse,20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,#NEW
268658008,Specific academic or work inhibition,20201104,cam_cprdcam_anx140_mc_v1_1_oct2018_snomedct,anx140,"Anxiety & other neurotic, stress related & somatoform disorders",Anxiety,ANX,#NC
439138006,Both parents misuse drugs (situation),20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,#NC
363499005,Malignant tumour of spleen,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C185
187807003,Overlapping malignant lesion of retroperitoneum and peritoneum,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C488
426590003,"Drug abuse, continuous (disorder)",20201104,cam_cprdcam_psm173_mc_v1_1_oct2018_snomedct,psm173,Psychoactive substance misuse (NOT ALCOHOL),Psychoactive substance misuse (not alcohol),PSM,F131
198996001,Eclampsia NOS,20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,O159
232019003,Visually threatening diabetic retinopathy,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,E103D
128001000119105,Hypertension concurrent and due to end stage renal disease on dialysis due to type 1 diabetes mellitus (disorder),20201104,cam_cprdcam_hyp159_mc_v1_1_oct2018_snomedct,hyp159,Hypertension,Hypertension,HYP,Z491
109977009,Peripheral T-cell lymphoma (clinical),20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,M9702/3
109965004,"Diffuse non-Hodgkin's lymphoma, lymphoblastic (clinical)",20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,M9729/3
82551000119103,Rubeosis iridis due to type 2 diabetes mellitus,20201104,cam_cprdcam_dib128_mc_v1_1_oct2018_snomedct,dib128,Diabetes,Diabetes,DIA,O241D
95460007,Cerebellar infarction,20201104,cam_cprdcam_str130_mc_v1_1_oct2018_snomedct,str130,Stroke & transient ischaemic attack,Stroke & transient ischaemic attack,STR,I634
233819005,Stable angina,20201104,cam_cprdcam_chd126_mc_v1_1_oct2018_snomedct,chd126,Coronary heart disease,Coronary heart disease,CHD,I208
307573009,Chondroma of bone,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,D169
201766009,Rheumatoid arthritis of shoulder,20201104,cam_cprdcam_rhe174_mc_v1_1_oct2018_snomedct,rhe174,"Rheumatoid arthritis, other inflammatory polyarthropathies & systematic connective tissue disorders",Rheumatoid arthritis,RHE,M060
275399006,Malignant tumour of lipstick area of lip,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C001
275109007,FH: Bowel cancer,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,#NEW
187929000,Malignant neoplasm of scapula and long bones of upper arm,20201104,cam_cprdcam_can146_mc_v1_1_oct2018_snomedct,can146,Cancer - [New] Diagnosis in last five years,Cancer,CAN,C400
235667000,Late dumping syndrome,20201104,cam_cprdcam_pep135_mc_v1_1_oct2018_snomedct,pep135,Peptic Ulcer Disease,Peptic Ulcer Disease,PUD,K911
408546009,Coronary artery bypass graft occlusion (disorder),20201104,cam_cprdcam_chd126_mc_v1_1_oct2018_snomedct,chd126,Coronary heart disease,Coronary heart disease,CHD,T828
135843006,Exacerbation of eczema,20201104,cam_cprdcam_pso171_mc_v1_1_oct2018_snomedct,pso171,Psoriasis or eczema,Psoriasis or eczema,PSO,L011
699833006,Provision of written information about atrial fibrillation,20201104,cam_cprdcam_atr143_mc_v1_1_oct2018_snomedct,atr143,Atrial fibrillation,Atrial fibrillation,ATR,#NIS
212141007,Optic nerve and pathway injury,20201104,cam_cprdcam_bli144_mc_v1_1_oct2018_snomedct,bli144,Blindness and low vision,Blindness and low vision,BLI,S040
40275004,Contact dermatitis,20201104,cam_cprdcam_pso171_mc_v1_1_oct2018_snomedct,pso171,Psoriasis or eczema,Psoriasis or eczema,PSO,L235
275473003,Specific work inhibition,20201104,cam_cprdcam_anx140_mc_v1_1_oct2018_snomedct,anx140,"Anxiety & other neurotic, stress related & somatoform disorders",Anxiety,ANX,F432
